14585A Exported Waveform
Sampling Period:0.00012288
Date:Tue Jul 18 10:35:07 2023
Time,Active Instrument A Channel 1 Voltage Avg,Active Instrument A Channel 1 Current Avg,Active Instrument A Channel 1 Power Avg,Active Instrument A Channel 2 Current Avg,Active Instrument A Channel 3 Voltage Avg,Active Instrument A Channel 3 Current Avg,Active Instrument A Channel 3 Power Avg
0.01425408,1.6553281545639,0,0,0,0,0,0
0.01437696,1.65545582771301,0,0,0,0,0,0
0.01449984,1.65545582771301,0,0,0,0,0,0
0.01462272,1.65488171577454,0,0,0,0,0,0
0.0147456,1.65513682365417,0,0,0,0,0,0
0.01486848,1.65494537353516,0,0,0,0,0,0
0.01499136,1.65494537353516,0,0,0,0,0,0
0.01511424,1.6553281545639,0,0,0,0,0,0
0.01523712,1.65488171577454,0,0,0,0,0,0
0.01536,1.65545582771301,0,0,0,0,0,0
0.01548288,1.65526437759399,0,0,0,0,0,0
0.01560576,1.65520048141479,0,0,0,0,0,0
0.01572864,1.65494537353516,0,0,0,0,0,0
0.01585152,1.65469026565552,0,0,0,0,0,0
0.0159744,1.65507304668427,0,0,0,0,0,0
0.01609728,1.65481781959534,0,0,0,0,0,0
0.01622016,1.6545627117157,0,0,0,0,0,0
0.01634304,1.65526437759399,0,0,0,0,0,0
0.01646592,1.65462636947632,0,0,0,0,0,0
0.0165888,1.65469026565552,0,0,0,0,0,0
0.01671168,1.65437126159668,0,0,0,0,0,0
0.01683456,1.65500915050507,0,0,0,0,0,0
0.01695744,1.65488171577454,0,0,0,0,0,0
0.01708032,1.65475404262543,0,0,0,0,0,0
0.0172032,1.6545627117157,0,0,0,0,0,0
0.01732608,1.65520048141479,0,0,0,0,0,0
0.01744896,1.65481781959534,0,0,0,0,0,0
0.01757184,1.65424370765686,0,0,0,0,0,0
0.01769472,1.65386092662811,0,0,0,0,0,0
0.0178176,1.6545627117157,0,0,0,0,0,0
0.01794048,1.65462636947632,0,0,0,0,0,0
0.01806336,1.65475404262543,0,0,0,0,0,0
0.01818624,1.65462636947632,0,0,0,0,0,0
0.01830912,1.65481781959534,0,0,0,0,0,0
0.018432,1.65469026565552,0,0,0,0,0,0
0.01855488,1.65481781959534,0,0,0,0,0,0
0.01867776,1.65411603450775,0,0,0,0,0,0
0.01880064,1.65475404262543,0,0,0,0,0,0
0.01892352,1.65462636947632,0,0,0,0,0,0
0.0190464,1.65424370765686,0,0,0,0,0,0
0.01916928,1.6544988155365,0,0,0,0,0,0
0.01929216,1.65475404262543,0,0,0,0,0,0
0.01941504,1.65469026565552,0,0,0,0,0,0
0.01953792,1.65469026565552,0,0,0,0,0,0
0.0196608,1.65443503856659,0,0,0,0,0,0
0.01978368,1.65417993068695,0,0,0,0,0,0
0.01990656,1.65424370765686,0,0,0,0,0,0
0.02002944,1.6544988155365,0,0,0,0,0,0
0.02015232,1.65462636947632,0,0,0,0,0,0
0.0202752,1.65494537353516,0,0,0,0,0,0
0.02039808,1.65437126159668,0,0,0,0,0,0
0.02052096,1.65430736541748,0,0,0,0,0,0
0.02064384,1.65411603450775,0,0,0,0,0,0
0.02076672,1.65437126159668,0,0,0,0,0,0
0.0208896,1.65475404262543,0,0,0,0,0,0
0.02101248,1.65424370765686,0,0,0,0,0,0
0.02113536,1.65469026565552,0,0,0,0,0,0
0.02125824,1.65443503856659,0,0,0,0,0,0
0.02138112,1.65417993068695,0,0,0,0,0,0
0.021504,1.65411603450775,0,0,0,0,0,0
0.02162688,1.65437126159668,0,0,0,0,0,0
0.02174976,1.65545582771301,0,0,0,0,0,0
0.02187264,1.65475404262543,0,0,0,0,0,0
0.02199552,1.65424370765686,0,0,0,0,0,0
0.0221184,1.65430736541748,0,0,0,0,0,0
0.02224128,1.6545627117157,0,0,0,0,0,0
0.02236416,1.6545627117157,0,0,0,0,0,0
0.02248704,1.65437126159668,0,0,0,0,0,0
0.02260992,1.65475404262543,0,0,0,0,0,0
0.0227328,1.65481781959534,0,0,0,0,0,0
0.02285568,1.6544988155365,0,0,0,0,0,0
0.02297856,1.65481781959534,0,0,0,0,0,0
0.02310144,1.65488171577454,0,0,0,0,0,0
0.02322432,1.6544988155365,0,0,0,0,0,0
0.0233472,1.65481781959534,0,0,0,0,0,0
0.02347008,1.65424370765686,0,0,0,0,0,0
0.02359296,1.65462636947632,0,0,0,0,0,0
0.02371584,1.65475404262543,0,0,0,0,0,0
0.02383872,1.65481781959534,0,0,0,0,0,0
0.0239616,1.65469026565552,0,0,0,0,0,0
0.02408448,1.65494537353516,0,0,0,0,0,0
0.02420736,1.65507304668427,0,0,0,0,0,0
0.02433024,1.65494537353516,0,0,0,0,0,0
0.02445312,1.65437126159668,0,0,0,0,0,0
0.024576,1.65475404262543,0,0,0,0,0,0
0.02469888,1.65494537353516,0,0,0,0,0,0
0.02482176,1.65494537353516,0,0,0,0,0,0
0.02494464,1.65520048141479,0,0,0,0,0,0
0.02506752,1.65513682365417,0,0,0,0,0,0
0.0251904,1.65520048141479,0,0,0,0,0,0
0.02531328,1.65488171577454,0,0,0,0,0,0
0.02543616,1.65500915050507,0,0,0,0,0,0
0.02555904,1.6553281545639,0,0,0,0,0,0
0.02568192,1.65507304668427,0,0,0,0,0,0
0.0258048,1.65500915050507,0,0,0,0,0,0
0.02592768,1.65539193153381,0,0,0,0,0,0
0.02605056,1.65545582771301,0,0,0,0,0,0
0.02617344,1.65526437759399,0,0,0,0,0,0
0.02629632,1.65513682365417,0,0,0,0,0,0
0.0264192,1.65507304668427,0,0,0,0,0,0
0.02654208,1.65500915050507,0,0,0,0,0,0
0.02666496,1.65539193153381,0,0,0,0,0,0
0.02678784,1.65513682365417,0,0,0,0,0,0
0.02691072,1.65500915050507,0,0,0,0,0,0
0.0270336,1.65539193153381,0,0,0,0,0,0
0.02715648,1.65558326244354,0,0,0,0,0,0
0.02727936,1.6553281545639,0,0,0,0,0,0
0.02740224,1.65520048141479,0,0,0,0,0,0
0.02752512,1.65558326244354,0,0,0,0,0,0
0.027648,1.65520048141479,0,0,0,0,0,0
0.02777088,1.65545582771301,0,0,0,0,0,0
0.02789376,1.65545582771301,0,0,0,0,0,0
0.02801664,1.65539193153381,0,0,0,0,0,0
0.02813952,1.65571093559265,0,0,0,0,0,0
0.0282624,1.65590226650238,0,0,0,0,0,0
0.02838528,1.65539193153381,0,0,0,0,0,0
0.02850816,1.65526437759399,0,0,0,0,0,0
0.02863104,1.65564715862274,0,0,0,0,0,0
0.02875392,1.65577483177185,0,0,0,0,0,0
0.0288768,1.65577483177185,0,0,0,0,0,0
0.02899968,1.65609359741211,0,0,0,0,0,0
0.02912256,1.65577483177185,0,0,0,0,0,0
0.02924544,1.65545582771301,0,0,0,0,0,0
0.02936832,1.65551948547363,0,0,0,0,0,0
0.0294912,1.6553281545639,0,0,0,0,0,0
0.02961408,1.65558326244354,0,0,0,0,0,0
0.02973696,1.65526437759399,0,0,0,0,0,0
0.02985984,1.65571093559265,0,0,0,0,0,0
0.02998272,1.65551948547363,0,0,0,0,0,0
0.0301056,1.65551948547363,0,0,0,0,0,0
0.03022848,1.65577483177185,0,0,0,0,0,0
0.03035136,1.6553281545639,0,0,0,0,0,0
0.03047424,1.65564715862274,0,0,0,0,0,0
0.03059712,1.65564715862274,0,0,0,0,0,0
0.03072,1.65545582771301,0,0,0,0,0,0
0.03084288,1.65558326244354,0,0,0,0,0,0
0.03096576,1.65609359741211,0,0,0,0,0,0
0.03108864,1.65609359741211,0,0,0,0,0,0
0.03121152,1.65577483177185,0,0,0,0,0,0
0.0313344,1.65551948547363,0,0,0,0,0,0
0.03145728,1.65577483177185,0,0,0,0,0,0
0.03158016,1.65551948547363,0,0,0,0,0,0
0.03170304,1.6553281545639,0,0,0,0,0,0
0.03182592,1.65577483177185,0,0,0,0,0,0
0.0319488,1.65571093559265,0,0,0,0,0,0
0.03207168,1.65526437759399,0,0,0,0,0,0
0.03219456,1.65526437759399,0,0,0,0,0,0
0.03231744,1.65526437759399,0,0,0,0,0,0
0.03244032,1.65615749359131,0,0,0,0,0,0
0.0325632,1.6553281545639,0,0,0,0,0,0
0.03268608,1.65513682365417,0,0,0,0,0,0
0.03280896,1.65526437759399,0,0,0,0,0,0
0.03293184,1.65571093559265,0,0,0,0,0,0
0.03305472,1.65564715862274,0,0,0,0,0,0
0.0331776,1.65507304668427,0,0,0,0,0,0
0.03330048,1.65526437759399,0,0,0,0,0,0
0.03342336,1.65520048141479,0,0,0,0,0,0
0.03354624,1.65545582771301,0,0,0,0,0,0
0.03366912,1.65526437759399,0,0,0,0,0,0
0.033792,1.65520048141479,0,0,0,0,0,0
0.03391488,1.65564715862274,0,0,0,0,0,0
0.03403776,1.65558326244354,0,0,0,0,0,0
0.03416064,1.65520048141479,0,0,0,0,0,0
0.03428352,1.65443503856659,0,0,0,0,0,0
0.0344064,1.65500915050507,0,0,0,0,0,0
0.03452928,1.65488171577454,0,0,0,0,0,0
0.03465216,1.65481781959534,0,0,0,0,0,0
0.03477504,1.65507304668427,0,0,0,0,0,0
0.03489792,1.65539193153381,0,0,0,0,0,0
0.0350208,1.65507304668427,0,0,0,0,0,0
0.03514368,1.65494537353516,0,0,0,0,0,0
0.03526656,1.65462636947632,0,0,0,0,0,0
0.03538944,1.65475404262543,0,0,0,0,0,0
0.03551232,1.65551948547363,0,0,0,0,0,0
0.0356352,1.65507304668427,0,0,0,0,0,0
0.03575808,1.65494537353516,0,0,0,0,0,0
0.03588096,1.65494537353516,0,0,0,0,0,0
0.03600384,1.65488171577454,0,0,0,0,0,0
0.03612672,1.6544988155365,0,0,0,0,0,0
0.0362496,1.6545627117157,0,0,0,0,0,0
0.03637248,1.65507304668427,0,0,0,0,0,0
0.03649536,1.65526437759399,0,0,0,0,0,0
0.03661824,1.65507304668427,0,0,0,0,0,0
0.03674112,1.65488171577454,0,0,0,0,0,0
0.036864,1.65481781959534,0,0,0,0,0,0
0.03698688,1.65469026565552,0,0,0,0,0,0
0.03710976,1.65430736541748,0,0,0,0,0,0
0.03723264,1.65405225753784,0,0,0,0,0,0
0.03735552,1.65475404262543,0,0,0,0,0,0
0.0374784,1.6544988155365,0,0,0,0,0,0
0.03760128,1.65462636947632,0,0,0,0,0,0
0.03772416,1.65475404262543,0,0,0,0,0,0
0.03784704,1.65500915050507,0,0,0,0,0,0
0.03796992,1.6544988155365,0,0,0,0,0,0
0.0380928,1.65417993068695,0,0,0,0,0,0
0.03821568,1.65443503856659,0,0,0,0,0,0
0.03833856,1.65443503856659,0,0,0,0,0,0
0.03846144,1.65398859977722,0,0,0,0,0,0
0.03858432,1.65411603450775,0,0,0,0,0,0
0.0387072,1.6545627117157,0,0,0,0,0,0
0.03883008,1.65462636947632,0,0,0,0,0,0
0.03895296,1.6545627117157,0,0,0,0,0,0
0.03907584,1.6545627117157,0,0,0,0,0,0
0.03919872,1.65462636947632,0,0,0,0,0,0
0.0393216,1.65462636947632,0,0,0,0,0,0
0.03944448,1.65443503856659,0,0,0,0,0,0
0.03956736,1.65424370765686,0,0,0,0,0,0
0.03969024,1.65430736541748,0,0,0,0,0,0
0.03981312,1.6545627117157,0,0,0,0,0,0
0.039936,1.65475404262543,0,0,0,0,0,0
0.04005888,1.6545627117157,0,0,0,0,0,0
0.04018176,1.65411603450775,0,0,0,0,0,0
0.04030464,1.65475404262543,0,0,0,0,0,0
0.04042752,1.65398859977722,0,0,0,0,0,0
0.0405504,1.65417993068695,0,0,0,0,0,0
0.04067328,1.65475404262543,0,0,0,0,0,0
0.04079616,1.6545627117157,0,0,0,0,0,0
0.04091904,1.65462636947632,0,0,0,0,0,0
0.04104192,1.65494537353516,0,0,0,0,0,0
0.0411648,1.65462636947632,0,0,0,0,0,0
0.04128768,1.65475404262543,0,0,0,0,0,0
0.04141056,1.65462636947632,0,0,0,0,0,0
0.04153344,1.65411603450775,0,0,0,0,0,0
0.04165632,1.65443503856659,0,0,0,0,0,0
0.0417792,1.6544988155365,0,0,0,0,0,0
0.04190208,1.6545627117157,0,0,0,0,0,0
0.04202496,1.65443503856659,0,0,0,0,0,0
0.04214784,1.6544988155365,0,0,0,0,0,0
0.04227072,1.65520048141479,0,0,0,0,0,0
0.0423936,1.65488171577454,0,0,0,0,0,0
0.04251648,1.6545627117157,0,0,0,0,0,0
0.04263936,1.65520048141479,0,0,0,0,0,0
0.04276224,1.65494537353516,0,0,0,0,0,0
0.04288512,1.65475404262543,0,0,0,0,0,0
0.043008,1.65475404262543,0,0,0,0,0,0
0.04313088,1.65500915050507,0,0,0,0,0,0
0.04325376,1.65507304668427,0,0,0,0,0,0
0.04337664,1.65507304668427,0,0,0,0,0,0
0.04349952,1.65507304668427,0,0,0,0,0,0
0.0436224,1.65526437759399,0,0,0,0,0,0
0.04374528,1.65494537353516,0,0,0,0,0,0
0.04386816,1.65437126159668,0,0,0,0,0,0
0.04399104,1.6545627117157,0,0,0,0,0,0
0.04411392,1.65526437759399,0,0,0,0,0,0
0.0442368,1.65520048141479,0,0,0,0,0,0
0.04435968,1.65507304668427,0,0,0,0,0,0
0.04448256,1.65494537353516,0,0,0,0,0,0
0.04460544,1.65507304668427,0,0,0,0,0,0
0.04472832,1.65520048141479,0,0,0,0,0,0
0.0448512,1.65494537353516,0,0,0,0,0,0
0.04497408,1.65469026565552,0,0,0,0,0,0
0.04509696,1.65520048141479,0,0,0,0,0,0
0.04521984,1.65539193153381,0,0,0,0,0,0
0.04534272,1.65443503856659,0,0,0,0,0,0
0.0454656,1.65539193153381,0,0,0,0,0,0
0.04558848,1.65564715862274,0,0,0,0,0,0
0.04571136,1.65520048141479,0,0,0,0,0,0
0.04583424,1.65545582771301,0,0,0,0,0,0
0.04595712,1.65462636947632,0,0,0,0,0,0
0.04608,1.65520048141479,0,0,0,0,0,0
0.04620288,1.65564715862274,0,0,0,0,0,0
0.04632576,1.65520048141479,0,0,0,0,0,0
0.04644864,1.65539193153381,0,0,0,0,0,0
0.04657152,1.65545582771301,0,0,0,0,0,0
0.0466944,1.65571093559265,0,0,0,0,0,0
0.04681728,1.65513682365417,0,0,0,0,0,0
0.04694016,1.6553281545639,0,0,0,0,0,0
0.04706304,1.65539193153381,0,0,0,0,0,0
0.04718592,1.65526437759399,0,0,0,0,0,0
0.0473088,1.65494537353516,0,0,0,0,0,0
0.04743168,1.65558326244354,0,0,0,0,0,0
0.04755456,1.65577483177185,0,0,0,0,0,0
0.04767744,1.65520048141479,0,0,0,0,0,0
0.04780032,1.65526437759399,0,0,0,0,0,0
0.0479232,1.6553281545639,0,0,0,0,0,0
0.04804608,1.65590226650238,0,0,0,0,0,0
0.04816896,1.65551948547363,0,0,0,0,0,0
0.04829184,1.65520048141479,0,0,0,0,0,0
0.04841472,1.65520048141479,0,0,0,0,0,0
0.0485376,1.65590226650238,0,0,0,0,0,0
0.04866048,1.65590226650238,0,0,0,0,0,0
0.04878336,1.65500915050507,0,0,0,0,0,0
0.04890624,1.65513682365417,0,0,0,0,0,0
0.04902912,1.65590226650238,0,0,0,0,0,0
0.049152,1.65539193153381,0,0,0,0,0,0
0.04927488,1.65571093559265,0,0,0,0,0,0
0.04939776,1.65558326244354,0,0,0,0,0,0
0.04952064,1.65615749359131,0,0,0,0,0,0
0.04964352,1.65609359741211,0,0,0,0,0,0
0.0497664,1.65564715862274,0,0,0,0,0,0
0.04988928,1.65558326244354,0,0,0,0,0,0
0.05001216,1.65583848953247,0,0,0,0,0,0
0.05013504,1.65545582771301,0,0,0,0,0,0
0.05025792,1.65551948547363,0,0,0,0,0,0
0.0503808,1.65609359741211,0,0,0,0,0,0
0.05050368,1.65539193153381,0,0,0,0,0,0
0.05062656,1.65596616268158,0,0,0,0,0,0
0.05074944,1.65539193153381,0,0,0,0,0,0
0.05087232,1.65551948547363,0,0,0,0,0,0
0.0509952,1.65602993965149,0,0,0,0,0,0
0.05111808,1.65583848953247,0,0,0,0,0,0
0.05124096,1.6553281545639,0,0,0,0,0,0
0.05136384,1.65596616268158,0,0,0,0,0,0
0.05148672,1.65520048141479,0,0,0,0,0,0
0.0516096,1.6553281545639,0,0,0,0,0,0
0.05173248,1.6553281545639,0,0,0,0,0,0
0.05185536,1.65571093559265,0,0,0,0,0,0
0.05197824,1.65564715862274,0,0,0,0,0,0
0.05210112,1.65577483177185,0,0,0,0,0,0
0.052224,1.65564715862274,0,0,0,0,0,0
0.05234688,1.65545582771301,0,0,0,0,0,0
0.05246976,1.65526437759399,0,0,0,0,0,0
0.05259264,1.65513682365417,0,0,0,0,0,0
0.05271552,1.65507304668427,0,0,0,0,0,0
0.0528384,1.65551948547363,0,0,0,0,0,0
0.05296128,1.65577483177185,0,0,0,0,0,0
0.05308416,1.65577483177185,0,0,0,0,0,0
0.05320704,1.65526437759399,0,0,0,0,0,0
0.05332992,1.65571093559265,0,0,0,0,0,0
0.0534528,1.65545582771301,0,0,0,0,0,0
0.05357568,1.6553281545639,0,0,0,0,0,0
0.05369856,1.65488171577454,0,0,0,0,0,0
0.05382144,1.65507304668427,0,0,0,0,0,0
0.05394432,1.65571093559265,0,0,0,0,0,0
0.0540672,1.65507304668427,0,0,0,0,0,0
0.05419008,1.65539193153381,0,0,0,0,0,0
0.05431296,1.65545582771301,0,0,0,0,0,0
0.05443584,1.65539193153381,0,0,0,0,0,0
0.05455872,1.65558326244354,0,0,0,0,0,0
0.0546816,1.65488171577454,0,0,0,0,0,0
0.05480448,1.65494537353516,0,0,0,0,0,0
0.05492736,1.65500915050507,0,0,0,0,0,0
0.05505024,1.65513682365417,0,0,0,0,0,0
0.05517312,1.65500915050507,0,0,0,0,0,0
0.055296,1.65481781959534,0,0,0,0,0,0
0.05541888,1.65481781959534,0,0,0,0,0,0
0.05554176,1.65475404262543,0,0,0,0,0,0
0.05566464,1.65481781959534,0,0,0,0,0,0
0.05578752,1.65494537353516,0,0,0,0,0,0
0.0559104,1.65494537353516,0,0,0,0,0,0
0.05603328,1.65469026565552,0,0,0,0,0,0
0.05615616,1.6553281545639,0,0,0,0,0,0
0.05627904,1.65481781959534,0,0,0,0,0,0
0.05640192,1.65488171577454,0,0,0,0,0,0
0.0565248,1.65437126159668,0,0,0,0,0,0
0.05664768,1.65513682365417,0,0,0,0,0,0
0.05677056,1.65462636947632,0,0,0,0,0,0
0.05689344,1.65475404262543,0,0,0,0,0,0
0.05701632,1.65507304668427,0,0,0,0,0,0
0.0571392,1.65488171577454,0,0,0,0,0,0
0.05726208,1.65469026565552,0,0,0,0,0,0
0.05738496,1.65398859977722,0,0,0,0,0,0
0.05750784,1.65430736541748,0,0,0,0,0,0
0.05763072,1.6544988155365,0,0,0,0,0,0
0.0577536,1.6545627117157,0,0,0,0,0,0
0.05787648,1.65430736541748,0,0,0,0,0,0
0.05799936,1.65475404262543,0,0,0,0,0,0
0.05812224,1.65494537353516,0,0,0,0,0,0
0.05824512,1.65488171577454,0,0,0,0,0,0
0.058368,1.65437126159668,0,0,0,0,0,0
0.05849088,1.65392470359802,0,0,0,0,0,0
0.05861376,1.65443503856659,0,0,0,0,0,0
0.05873664,1.6545627117157,0,0,0,0,0,0
0.05885952,1.65417993068695,0,0,0,0,0,0
0.0589824,1.65462636947632,0,0,0,0,0,0
0.05910528,1.65462636947632,0,0,0,0,0,0
0.05922816,1.65462636947632,0,0,0,0,0,0
0.05935104,1.65469026565552,0,0,0,0,0,0
0.05947392,1.65469026565552,0,0,0,0,0,0
0.0595968,1.6544988155365,0,0,0,0,0,0
0.05971968,1.65462636947632,0,0,0,0,0,0
0.05984256,1.65424370765686,0,0,0,0,0,0
0.05996544,1.65469026565552,0,0,0,0,0,0
0.06008832,1.65443503856659,0,0,0,0,0,0
0.0602112,1.65424370765686,0,0,0,0,0,0
0.06033408,1.65437126159668,0,0,0,0,0,0
0.06045696,1.6544988155365,0,0,0,0,0,0
0.06057984,1.6545627117157,0,0,0,0,0,0
0.06070272,1.65424370765686,0,0,0,0,0,0
0.0608256,1.6544988155365,0,0,0,0,0,0
0.06094848,1.65475404262543,0,0,0,0,0,0
0.06107136,1.65437126159668,0,0,0,0,0,0
0.06119424,1.65437126159668,0,0,0,0,0,0
0.06131712,1.65475404262543,0,0,0,0,0,0
0.06144,1.65481781959534,0,0,0,0,0,0
0.06156288,1.65462636947632,0,0,0,0,0,0
0.06168576,1.65475404262543,0,0,0,0,0,0
0.06180864,1.6544988155365,0,0,0,0,0,0
0.06193152,1.65500915050507,0,0,0,0,0,0
0.0620544,1.65481781959534,0,0,0,0,0,0
0.06217728,1.65443503856659,0,0,0,0,0,0
0.06230016,1.65520048141479,0,0,0,0,0,0
0.06242304,1.65520048141479,0,0,0,0,0,0
0.06254592,1.65500915050507,0,0,0,0,0,0
0.0626688,1.6544988155365,0,0,0,0,0,0
0.06279168,1.65443503856659,0,0,0,0,0,0
0.06291456,1.65475404262543,0,0,0,0,0,0
0.06303744,1.65488171577454,0,0,0,0,0,0
0.06316032,1.65488171577454,0,0,0,0,0,0
0.0632832,1.6545627117157,0,0,0,0,0,0
0.06340608,1.65481781959534,0,0,0,0,0,0
